GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,22200166,402,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,28,Missed Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,145,238,1,0,20221109,CHI,NOP
Shot Chart Detail,22200166,407,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,5,46,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,7,1,1,20221109,CHI,NOP
Shot Chart Detail,22200166,427,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,4,34,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221109,CHI,NOP
Shot Chart Detail,22200175,30,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-1,254,1,1,20221110,NOP,POR
Shot Chart Detail,22200175,34,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,46,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-47,49,1,0,20221110,NOP,POR
Shot Chart Detail,22200175,86,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,4,39,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-32,10,1,0,20221110,NOP,POR
Shot Chart Detail,22200175,262,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,51,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-6,67,1,0,20221110,NOP,POR
Shot Chart Detail,22200175,292,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,1,10,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,6,1,0,20221110,NOP,POR
Shot Chart Detail,22200175,329,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,2,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221110,NOP,POR
Shot Chart Detail,22200175,381,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,5,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,-10,1,0,20221110,NOP,POR
Shot Chart Detail,22200175,383,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,0,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221110,NOP,POR
Shot Chart Detail,22200191,15,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,40,Missed Shot,Cutting Dunk Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,42,11,1,0,20221112,NOP,HOU
Shot Chart Detail,22200191,178,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,10,41,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-1,86,1,0,20221112,NOP,HOU
Shot Chart Detail,22200191,193,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,10,13,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-10,34,1,0,20221112,NOP,HOU
Shot Chart Detail,22200191,209,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,8,1,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,23,1,1,20221112,NOP,HOU
Shot Chart Detail,22200191,220,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,7,24,Missed Shot,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-34,33,1,0,20221112,NOP,HOU
Shot Chart Detail,22200191,234,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,6,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-75,248,1,1,20221112,NOP,HOU
Shot Chart Detail,22200191,526,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,11,22,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-55,8,1,0,20221112,NOP,HOU
Shot Chart Detail,22200206,19,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,30,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,11,129,1,1,20221115,NOP,MEM
Shot Chart Detail,22200206,56,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,30,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-121,30,1,0,20221115,NOP,MEM
Shot Chart Detail,22200206,69,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,24,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,-10,1,0,20221115,NOP,MEM
Shot Chart Detail,22200206,295,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,2,55,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,29,21,1,0,20221115,NOP,MEM
Shot Chart Detail,22200217,17,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,34,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,25,52,1,0,20221116,NOP,CHI
Shot Chart Detail,22200217,21,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,10,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,7,73,1,0,20221116,NOP,CHI
Shot Chart Detail,22200217,31,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,13,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,110,232,1,1,20221116,NOP,CHI
Shot Chart Detail,22200217,55,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,28,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,51,1,1,20221116,NOP,CHI
Shot Chart Detail,22200217,163,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,11,17,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,5,1,0,20221116,NOP,CHI
Shot Chart Detail,22200217,184,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,9,24,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,26,24,1,1,20221116,NOP,CHI
Shot Chart Detail,22200217,234,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,5,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,56,141,1,0,20221116,NOP,CHI
Shot Chart Detail,22200217,351,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,37,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-54,34,1,1,20221116,NOP,CHI
Shot Chart Detail,22200217,378,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,2,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-10,268,1,1,20221116,NOP,CHI
Shot Chart Detail,22200217,492,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,11,6,Made Shot,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-26,39,1,1,20221116,NOP,CHI
Shot Chart Detail,22200217,556,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,6,7,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,16,1,1,20221116,NOP,CHI
Shot Chart Detail,22200217,569,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,5,19,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-131,226,1,0,20221116,NOP,CHI
Shot Chart Detail,22200217,572,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,4,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,22,32,1,1,20221116,NOP,CHI
Shot Chart Detail,22200231,11,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,5,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-64,21,1,1,20221118,NOP,BOS
Shot Chart Detail,22200231,29,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,43,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-23,101,1,0,20221118,NOP,BOS
Shot Chart Detail,22200231,33,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,13,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,8,1,1,20221118,NOP,BOS
Shot Chart Detail,22200231,170,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,9,24,Made Shot,Hook Bank Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,8,1,1,20221118,NOP,BOS
Shot Chart Detail,22200231,190,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,7,46,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-15,18,1,1,20221118,NOP,BOS
Shot Chart Detail,22200231,340,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,12,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,9,56,1,0,20221118,NOP,BOS
Shot Chart Detail,22200231,497,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,8,20,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-105,40,1,1,20221118,NOP,BOS
Shot Chart Detail,22200253,172,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,11,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,5,1,1,20221121,NOP,GSW
Shot Chart Detail,22200253,201,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,9,37,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-4,69,1,1,20221121,NOP,GSW
Shot Chart Detail,22200253,373,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,47,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221121,NOP,GSW
Shot Chart Detail,22200253,522,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,9,11,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221121,NOP,GSW
Shot Chart Detail,22200269,15,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,46,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,1,22,1,1,20221123,SAS,NOP
Shot Chart Detail,22200269,19,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,24,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-10,257,1,1,20221123,SAS,NOP
Shot Chart Detail,22200269,23,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,58,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,10,1,1,20221123,SAS,NOP
Shot Chart Detail,22200269,55,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,16,256,1,1,20221123,SAS,NOP
Shot Chart Detail,22200269,228,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,8,14,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,18,1,1,20221123,SAS,NOP
Shot Chart Detail,22200269,252,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,6,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-72,238,1,1,20221123,SAS,NOP
Shot Chart Detail,22200269,256,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,6,4,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,18,111,1,1,20221123,SAS,NOP
Shot Chart Detail,22200269,343,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,114,241,1,0,20221123,SAS,NOP
Shot Chart Detail,22200269,592,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,7,41,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-82,66,1,1,20221123,SAS,NOP
Shot Chart Detail,22200269,616,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,6,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,25,252,1,1,20221123,SAS,NOP
Shot Chart Detail,22200269,620,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,5,31,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,98,150,1,0,20221123,SAS,NOP
Shot Chart Detail,22200279,49,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-47,255,1,0,20221125,MEM,NOP
Shot Chart Detail,22200279,210,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,9,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,135,68,1,0,20221125,MEM,NOP
Shot Chart Detail,22200279,219,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,8,38,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,78,156,1,1,20221125,MEM,NOP
Shot Chart Detail,22200279,346,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,9,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-5,123,1,0,20221125,MEM,NOP
Shot Chart Detail,22200279,393,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,5,1,1,20221125,MEM,NOP
Shot Chart Detail,22200304,46,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,56,Made Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,26,1,1,20221128,NOP,OKC
Shot Chart Detail,22200304,57,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,0,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20221128,NOP,OKC
Shot Chart Detail,22200304,273,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,5,2,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-18,32,1,0,20221128,NOP,OKC
Shot Chart Detail,22200304,310,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,2,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-93,232,1,0,20221128,NOP,OKC
Shot Chart Detail,22200304,387,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,54,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221128,NOP,OKC
Shot Chart Detail,22200304,604,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,5,32,Made Shot,Tip Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221128,NOP,OKC
Shot Chart Detail,22200318,9,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,5,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,120,74,1,0,20221130,NOP,TOR
Shot Chart Detail,22200318,41,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,53,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,4,1,1,20221130,NOP,TOR
Shot Chart Detail,22200318,64,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,32,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-53,57,1,1,20221130,NOP,TOR
Shot Chart Detail,22200318,73,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,5,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,146,215,1,0,20221130,NOP,TOR
Shot Chart Detail,22200318,98,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,3,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,14,-59,128,1,0,20221130,NOP,TOR
Shot Chart Detail,22200318,254,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,5,50,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-13,251,1,0,20221130,NOP,TOR
Shot Chart Detail,22200318,269,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,4,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,6,258,1,1,20221130,NOP,TOR
Shot Chart Detail,22200318,309,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,1,7,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,15,1,1,20221130,NOP,TOR
Shot Chart Detail,22200318,353,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,10,18,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,-4,1,1,20221130,NOP,TOR
Shot Chart Detail,22200318,422,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,4,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-135,206,1,1,20221130,NOP,TOR
Shot Chart Detail,22200318,433,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,4,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-80,232,1,0,20221130,NOP,TOR
Shot Chart Detail,22200318,554,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,7,41,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,1,63,1,0,20221130,NOP,TOR
Shot Chart Detail,22200333,13,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,126,137,1,1,20221202,SAS,NOP
Shot Chart Detail,22200333,17,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,10,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-9,257,1,0,20221202,SAS,NOP
Shot Chart Detail,22200333,34,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,15,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-135,217,1,1,20221202,SAS,NOP
Shot Chart Detail,22200333,188,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,9,11,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,5,1,1,20221202,SAS,NOP
Shot Chart Detail,22200333,203,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,8,31,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221202,SAS,NOP
Shot Chart Detail,22200333,211,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,8,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-165,54,1,0,20221202,SAS,NOP
Shot Chart Detail,22200333,375,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,52,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,13,1,1,20221202,SAS,NOP
Shot Chart Detail,22200333,410,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,19,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221202,SAS,NOP
Shot Chart Detail,22200333,548,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,11,28,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,5,13,1,1,20221202,SAS,NOP
Shot Chart Detail,22200333,551,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,10,43,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,9,1,1,20221202,SAS,NOP
Shot Chart Detail,22200333,570,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,9,5,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-126,-1,1,0,20221202,SAS,NOP
Shot Chart Detail,22200344,16,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,17,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,2,1,1,20221204,NOP,DEN
Shot Chart Detail,22200344,20,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,0,262,1,0,20221204,NOP,DEN
Shot Chart Detail,22200344,41,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,34,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,99,21,1,1,20221204,NOP,DEN
Shot Chart Detail,22200344,60,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,34,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-115,26,1,1,20221204,NOP,DEN
Shot Chart Detail,22200344,79,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,4,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,94,241,1,0,20221204,NOP,DEN
Shot Chart Detail,22200344,82,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,4,13,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,8,1,1,20221204,NOP,DEN
Shot Chart Detail,22200344,220,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,8,19,Made Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-75,20,1,1,20221204,NOP,DEN
Shot Chart Detail,22200344,353,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,10,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,14,78,119,1,0,20221204,NOP,DEN
Shot Chart Detail,22200344,356,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,10,6,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-77,-5,1,1,20221204,NOP,DEN
Shot Chart Detail,22200371,12,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,118,17,1,0,20221207,NOP,DET
Shot Chart Detail,22200371,41,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,8,11,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,15,1,0,20221207,NOP,DET
Shot Chart Detail,22200371,47,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,102,228,1,0,20221207,NOP,DET
Shot Chart Detail,22200371,209,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,8,45,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20221207,NOP,DET
Shot Chart Detail,22200371,212,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,8,6,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,11,1,1,20221207,NOP,DET
Shot Chart Detail,22200371,258,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,5,32,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,2,1,1,20221207,NOP,DET
Shot Chart Detail,22200371,271,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,3,46,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2,49,1,1,20221207,NOP,DET
Shot Chart Detail,22200371,374,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,10,5,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-15,40,1,1,20221207,NOP,DET
Shot Chart Detail,22200371,377,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,9,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,0,247,1,0,20221207,NOP,DET
Shot Chart Detail,22200371,412,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,7,0,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-21,8,1,0,20221207,NOP,DET
Shot Chart Detail,22200371,417,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,35,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-5,105,1,0,20221207,NOP,DET
Shot Chart Detail,22200371,436,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,4,46,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,32,-5,1,0,20221207,NOP,DET
