GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,22201162,434,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,3,56,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20230401,NOP,LAC
Shot Chart Detail,22201162,494,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,11,37,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-58,149,1,1,20230401,NOP,LAC
Shot Chart Detail,22201162,534,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,8,9,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20230401,NOP,LAC
Shot Chart Detail,22201162,536,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,7,30,Missed Shot,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-32,57,1,0,20230401,NOP,LAC
Shot Chart Detail,22201185,11,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,11,14,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-77,59,1,1,20230404,NOP,SAC
Shot Chart Detail,22201185,155,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,0,49,Made Shot,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-102,28,1,1,20230404,NOP,SAC
Shot Chart Detail,22201185,191,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,10,5,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20230404,NOP,SAC
Shot Chart Detail,22201185,199,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,9,40,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,15,36,1,1,20230404,NOP,SAC
Shot Chart Detail,22201185,202,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,9,9,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-150,132,1,1,20230404,NOP,SAC
Shot Chart Detail,22201185,323,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,20,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,5,56,1,0,20230404,NOP,SAC
Shot Chart Detail,22201185,354,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,8,34,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-1,105,1,0,20230404,NOP,SAC
Shot Chart Detail,22201185,397,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,4,24,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,34,1,0,20230404,NOP,SAC
Shot Chart Detail,22201185,504,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,11,14,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,-45,103,1,0,20230404,NOP,SAC
Shot Chart Detail,22201185,522,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,9,46,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-85,31,1,0,20230404,NOP,SAC
Shot Chart Detail,22201194,34,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,29,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,21,22,1,0,20230405,NOP,MEM
Shot Chart Detail,22201194,40,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,6,Made Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,27,1,1,20230405,NOP,MEM
Shot Chart Detail,22201209,31,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,19,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-33,69,1,0,20230407,NOP,NYK
Shot Chart Detail,22201209,89,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,5,38,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-74,17,1,1,20230407,NOP,NYK
Shot Chart Detail,22201209,318,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-127,76,1,0,20230407,NOP,NYK
Shot Chart Detail,22201209,373,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,5,8,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,26,89,1,0,20230407,NOP,NYK
Shot Chart Detail,22201209,479,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,10,6,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-56,62,1,0,20230407,NOP,NYK
Shot Chart Detail,22201209,482,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,9,40,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,21,47,1,1,20230407,NOP,NYK
Shot Chart Detail,22201209,537,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,4,4,1,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,17,1,1,20230407,NOP,NYK
Shot Chart Detail,22201225,24,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,57,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20230409,MIN,NOP
Shot Chart Detail,22201225,33,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,9,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,69,248,1,0,20230409,MIN,NOP
Shot Chart Detail,22201225,53,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,7,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,28,240,1,1,20230409,MIN,NOP
Shot Chart Detail,22201225,68,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,6,1,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-31,52,1,1,20230409,MIN,NOP
Shot Chart Detail,22201225,72,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,5,37,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-6,255,1,0,20230409,MIN,NOP
Shot Chart Detail,22201225,90,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,4,47,Made Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,42,100,1,1,20230409,MIN,NOP
Shot Chart Detail,22201225,111,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,1,3,13,Missed Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,108,34,1,0,20230409,MIN,NOP
Shot Chart Detail,22201225,267,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,2,4,56,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-77,29,1,1,20230409,MIN,NOP
Shot Chart Detail,22201225,356,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,11,27,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-77,214,1,0,20230409,MIN,NOP
Shot Chart Detail,22201225,376,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,10,19,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-71,37,1,0,20230409,MIN,NOP
Shot Chart Detail,22201225,418,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,54,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,12,1,1,20230409,MIN,NOP
Shot Chart Detail,22201225,422,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,6,18,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,2,26,1,0,20230409,MIN,NOP
Shot Chart Detail,22201225,615,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,1,51,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,1,1,0,20230409,MIN,NOP
Shot Chart Detail,22201225,482,202685,Jonas Valanciunas,1610612740,New Orleans Pelicans,3,1,48,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,2,38,1,0,20230409,MIN,NOP
